,data
12047,khách 6422 cảm ơn e
12048,khách 3543 sao k ai trả lời vậy shop ơi
12049,khách 7890 shop
12050,khách 3345 chị ở long an
12051,"em nhận hàng nhưng ko đúng maaux e đặt , shop đổi lại cho e v
bữa e đặt  mẫu cam chay mà nay lại nhận mẫu xanh này , shop ktra lại dùm e"
12052,khách 89 mẫu này cũng dc ạ
12053,khách 11324 ok e
12054,khách 771 shop ơi
12055,khách 8486 có ai xả mẫu này thì c để lại cho e nha
12056,"màu vàng này trên live nhạt mà sao về đậm quá shop, cho e đổi sang đồng với"
12057,khách 8112 ok
12058,khách 3371 alo shop ơi
12059,khách 763 bn ạ
12060,khách 3355 còn gửi cho mình dc cũ zs ập
12061,khách 7440 ok shop
12062,khách 705 chao
12063,khách 6049 size l cở nhiu kg vừa đẹp shop
12064,khách 889 áo hồng trên còn k ạ
12065,khách 5382 m 1m52 nặng 48kg size gì ạ
12066,khách 1040 đầm này còn size l k ạ
12067,khách 2660 bạn ơi lấy cho m mẫu này size s với ạ
12068,khách 11417 con goi c lien e nhe
12069,em bé ba shop oi
12070,khách 411 dc ko c
12071,khách 10971 tổng cộng bn e
12072,bữa s chốt set trang cho e r mà sao h giao set nude v
12073,"sóp ơi giao sai mầu cho e r, em đặt mầu cam giao màu do tuoi thế ạ"
12074,khách 1205 này vai gì v
12075,khách 790 đủ tiền luôn nek
12076,sarah ngo sarah ngo đã ck tiền set jean 199k e dồn hàng chuyển đơn chung với địa chỉ nga tuyết dùm c nhe
12077,khách 8559 e nói e đã khui ra và nhận hàng luôn rồi e tặng bạn rồi nên e ko giữ lại mà shop in phiếu tiền bao nhiêu để thu thì phải lưu lại vì e nhận hàng là đt cho bên shop liền rồi anh nào nói để kt lại thì ko đt cho e
12078,Sao  e dat mãu vang kim loai mà shop giao mẫu vàng cho e v
12079,khách 660 c ơi e đặt cái đen l
12080,khách 865 còn sét cọp áo cọp trang chan váy hong ko c
12081,khách 3715 dạ
12082,khách 638 chưa e số đt chịxxxxx
12083,mỹ trang e oi cho c hoi mau sale nay con ko
12084,yu mi c gơ i sô tai khoan
12085,khách 67 mà chưa thấy bên mình chốt
12086,khách 923 túi này còn không shop
12087,khách 738 shop oi live tối hôm qua mình có mấy món nữa shop kiếm dồn đơn dùm mình luôn nha
12088,khách 8485 shop ơi
12089,"shop giao nham size L cho em r , em dat size m co ma , đổi lại cho e di"
12090,khách 618 shop ơi chốt e đầm kia màu nâu 1 cái
12091,kiều văn c cao m63 nặng 55 kg
12092,khách 6795 báo tiền tổng bao nhiêu chị ck đủ nha
12093,khách 666 sz s
12094,khách 124 m b nhiêu cân thì vừa ạ
12095,khách 8636 mặc size nào vừa
12096,khách 5931 dạ ok ạ
12097,khách 3597 dạ ok shop
12098,khách 12955 phí giao qa thủ đức nhiu c
12099,yu mi ngân hàng techcombank
12100,khách 10783 đầm vest vàng giá bao nhiêu em
12101,"S ship nhầm mau cho mình mình , m dat tim mà giao xanh da troi , cho mình doi lai "
12102,khách 6724 ok e
12103,hương giang dạ nếu dư mấy mẫu trong hình e gửi thì chừa e nha c
12104,khách 12298 dạ
12105,khách 4859 bao nhiu ạ shop ơi
12106,khách 2806 alo c oi
12107,"màu vàng này trên live nhạt mà sao về đậm quá shop, cho e đổi sang màu xám với"
12108,lý kim phụng 2 set này còn ko ạ
12109,khách 9166 cho minh gửi lại sét này vì set nay không có đúng
12110,khách 917 size m nha shop
12111,ngọc sdtxxxxx set235 màu da
12112,khách 2883 c bi an cmt sao shop kg thay kg mua dc tren live
12113,e đặt 2 hộp nha shop
12114,crystal luu bộ này lấy cho chị hai cái
12115,khách 1329 a1 sxxxxx
12116,khách 723 còn thiếu 1 mã túi dior đen14 ngày 6 1nữa shop dồn đơn dùm mình nhé mình ck luôn shop
12117,khách 985 81 15 bùi tư toàn f an lac q bình tânxxxxx
12118," cho em xanh cô bani set khác dc k shop , set nay e k thich lam"
12119,"e đặt set này mà rộng quá , cho e đổi qua size m đi c"
12120,khách 1336 c cho e size ạ
12121,khách 1325 88 trần cao vân
12122,khách 728 lấy luôn cho chị
12123,khách 930 set này bn c có sz k ạ
12124,khách 9639 sh oi
12125,khách 929 em ơi shop giao nhầm rồi
12126,crystal luu bộ này còn ko em
12127,crystal luu đâu rồi
12128,an an dạ em nghe doc tên ak chị
12129,khách 209 lí do hết hàng hay như thế nào thì cũng phải nói khách 1 tiếng chứ ạh
12130,khách 6098 ok shop
12131,khách 3219 alô ạ
12132,khách 5496 đúng r
12133,khách 2361 dạ cho em đặt 1 áo size s nhé 260k miễn ship đúng k ah
12134,khách 3348 ok vậy cái nào có sz l 3 mẫu thì lấy ko có thì lấy m
12135,"em nhận hàng nhưng ko đúng maaux e đặt , shop đổi lại cho e v
bữa e đặt  mẫu hồng mà nay lại nhận mẫu vàng này , shop ktra lại dùm e"
12136,khách 3887 c ơi váy shop bị lỗi dính chấm thì e có đc đổi ko ạ
12137,khách 2977 có ai đang online để chat không
12138,khách 8484 dạ còn sai s ko vậy shop để e 1 cái
12139,bữa s chốt set đen cho e r mà sao h giao set san hô v
12140,khách 663 con túi nay hok c
12141,khách 1747 oki shop
12142,khách 757 mẫu này còn kg e
12143,"S ship nhầm mau cho mình mình , m dat tho hoang mà giao cam , cho mình doi lai "
12144,"màu vàng này trên live nhạt mà sao về đậm quá shop, cho e đổi sang màu vang kim loai với"
12145,khách 9065 nếu 2 cái đầm đã đi hàng rồi thì e hủy 1 cái đầm sau này nhé do bên e ko tìm ra hàng của c để giao chung 1 lần nha e c cram ơn
12146,khách 1579 nhâ n va y bi lô i
12147,khách 3979 ok em
12148,khách 704 ok c
12149,khách 10397 alo
12150,duyên hải quần mã 11 lưng cao lúc tối live 60kg vừa ko shop
12151,khách 440 size s bao nhiu kg vua shop
12152,khách 1420 shop ơi
12153,khách 2883 bn vậy ạ
12154,khách 715 chị lúc nãy bên shop chị gọi cho em chốt đơn mà em bận k nghe máy được chị chốt cho ê lại số điện thoạixxxxx ạ
12155,khách 9602 shop ơi bữa e đặt đơn có 515k mà thu e 575k
12156,khách 6842 em mới nhận đơn sáng nay cái đầm bị lỗi
12157,khách 3719 hện mấy lần chìu rôi ko thấy gọi gi hết
12158,khách 5101 c lấy 2 cái
12159,khách 1923 dạ alo
12160,khách 735 e oi kiểm tra đơn hàng giúp c với
12161,"S ơi, gửi sai màu cho em rồii e đặt trắng gửi em màu anh đào v"
12162,khách 4136 chị 52kg mac size gi e
12163,size s
12164,kim phuong get started
12165,khách 1031 liên hệ tư vấn viên
12166,khách 5695 ok shop
12167,em dạt set caro trắng xanh cô ban mà shop giao gì kỳ v
12168,khách 10221 vậy làxxxxx sdt này của shop đúng kg ạ
12169,"em mặc màu trang này k hợp lắm, cho e đổi sang màu vang dc k s"
12170,khách 753 mã 6 xanh là đầm này màu xanh mới đúng em coi lai dùm chị
12171,khách 1001 này còn ko e
12172,khách 771 kho thấy trả lời mình
12173,yen nhu nguyen ok
12174,khách 931 e kiêm tra giúp c tối qua c đặt mẫu này nhé nhưng hôm nay chư thấy gọi điện chốt đơn
12175,bữa s chốt set xanh thổ cho e r mà sao h giao set nude v
12176,khách 4172 mong shop se tra loi
12177,khách 732 ok e
12178,khách 6373 còn thì gọi chốt cho e với
12179,khách 5240 check ib e ạ
12180,khách 4695 e lấy sét nâu vs áo nhé
12181,khách 1397 mẫu này cn sale k ạ
12182,khách 4241 chao
12183,"shop gui nham mau cho em r , em dat xanh mà shop giao nâu sẫm"
12184,khách 4808 em cao m63 nặng 53kg thì mặc size gì ạ
12185,"màu vàng này trên live nhạt mà sao về đậm quá shop, cho e đổi sang hong sam với"
12186,khách 3146 ok e
12187,"shop gui nham mau cho em r , em dat xanh mà shop giao cam"
12188,Ủa shop sao em đặt size S mà giao size xl cho em vậy
12189,khách 938 cai nay bao nhieu a
12190,khách 117 màu này sáng lộ lắm đổi hộ chị cái khác đi k mặc được đâu em
12191,khách 8079 chào shop
12192,khách 5183 có mấy màu sh
12193,khách 1001 check dum c mẫu nào còn báo giá c nhé
12194,khách 1700 chị oi
12195,khách 12763 nhưng shop lại ship cho mình 1 đơn hàng khác nữa
12196,khách 165 dạ
12197,khách 2412 dạ
12198,khách 1531 còn váy này nữa k em
12199,khách 12148 shop rep inbox em vs
12200,khách 728 oke
12201,khách 390 bthg c có lưu số của bên em gọi chốt đơn nhưng hnay gọi số lạ
12202,khách 1379 2 bộ này ạ
12203,stk 0171003471813
12204,vo thu con ko chốt cho e nha
12205,khách 4095 dạ vâng shop
12206,"hong sami em dam nay mau reu dc k shop, mau nay ken da qua"
12207,khách 12583 báo giá giúp mình nhé
12208,khách 4540 ok e
12209,khách 1096 dchi sao ạ
12210,"Sốp chốt size L mà giờ giao size XL , đỏi lai cho e di"
12211,khách 654 size m
12212,"em nhận hàng nhưng ko đúng maaux e đặt , shop đổi lại cho e v
bữa e đặt  mẫu hồng mà nay lại nhận mẫu bac này , shop ktra lại dùm e"
12213,khách 9166 ok
12214,khách 6070 chốt cho sét bạn ơi
12215,khách 738 shop kt dùm
12216,nguyễn trâm đơn này và thêm mã lộc ạ
12217,khách 144 chị nhận đc đầm rồi vừa ý lăm
12218,khách 8611 dạ
12219,khách 786 e lấy c cái áo len màu c đanh dâu nha e
12220,"Sốp giao nhầm mâux cho e r , em đạt set nhung mà giao set do"
12221,khách 771 uk
12222,khách 460 còn ko a
12223,khách 6782 ok e
12224,khách 5937 ok shop
12225,bữa s chốt set đen cho e r mà sao h giao set xanh hoang hon v
12226,khách 4024 có size ko shop ơi
12227,xuân hoa doc ten nhung k thay gọi chốt
12228,khách 722 đã ck nha shop
12229,khách 762 cái sét này luôn e
12230,khách 4615 có mấy màu vậy chị
12231,khách 1110 shop ơi
12232,mình đặt set này màu san ho mà trông hơi già
12233,khách 3434 bây jo mjh lấy cai đầm này coi có thiếu mjh trả thêm
12234,đầm 31 vàng size m
12235,khách 938 bao nhieu a
12236,nhan ngoc nguyen chai vực này còn k ạ
12237,Bữa shop chốt em màu oải hương rồi sao nay lại gửi màu đỏ vậy
12238,khách 735 mẫu này còn ko za e
12239,c đổi lấy đầm đc ko
12240,em dạt set caro san ho đen mà shop giao gì kỳ v
12241,khách 930 shop còn mẫu vet 3 món này k ạ
12242,khách 8752 sdt này phải cua shop k ạ
12243,khách 8410 dạo này m bình luận mua mà toàn ko đc chốt đơn thôi
12244,hà cun bạn ơi mẫu này bên mình còn k ạ
12245,khách 13028 ok em
12246,khách 444 live k báo ạ
12247,"shop ơi em đặt mẫu này màu vàng mà về trông hơi dừ , em đổi qua màu trang đc k"
12248,khách 1021 chị tư vấn cho em nha
12249,khách 1127 chốt thêm 1 đầm rean ạ
12250,khách 121 mặt sai gi vừa
12251,khách 1657 mẫu này bn ạ
12252,khách 11273 dạ
12253,Sao  e dat mãu chàm mà shop giao mẫu vàng cho e v
12254,khách 2607 dạ
12255,khách 1456 lấy e sét này ạ
12256,khách 935 còn mẫu này không shop
12257,"E đặt mầu ngoc thach , shop giao lộn em màu vàng , đổi lại cho em với ạ"
12258,"shop ktra lại dùm e , e đặt set caro xanh berin đen mà nay lại ship set nay cho e "
12259,khách 782 shop ơi
12260,khách 6087 bn vậy s
12261,"nay e nhận được hàng mà bực mình quá, đặtt chân váy xanh crom mà giao chân váy dập ly là sao "
12262,khách 997 bên chị chốt set nude này em nhé
12263,khách 879 alo
12264,"Shop giao sai màu cho e r, đặt màu hồng sao giao màu xanh lơ"
12265,khách 2113 bao nhieu v shop
12266,khách 3575 h gọi cho e liền đc k chị
12267,khách 3352 đt lại cho mình nha shop
12268,mình đặt set này màu hong mà trông hơi già
12269,khách 804 268 trần hưng đạo quận 1
12270,khách 1550 shop ơi
12271,"xanh da troii em dam nay mau reu dc k shop, mau nay ken da qua"
12272,shop còn đầm nâu ak c
12273,khách 720 phi ship đôi hang c đa gởi luon r nhen shop minh khoi đua nua nha
12274,khách 5554 moi nhan 2 ao hong đe p me luon hang oi
12275,khách 403 còn đầm đầu live để c cái size m nha
12276,"shop gui nham mau cho em r , em dat hạt dẻ mà shop giao den"
12277,khách 771 rồi
12278,susu võ áo khoác này còn k ạ
12279,khách 2553 sdt exxxxx 150 hàm nghi thac gián thanh khê đà nẵng
12280,khách 667 mâuc này cong k shop
12281,e sẽ gửi đầm đỏ lại có j bên ch nhận hàng rui đổi lại đầm hồng cho e nha
12282,"em nhận hàng nhưng ko đúng maaux e đặt , shop đổi lại cho e v
bữa e đặt  mẫu hồng mà nay lại nhận mẫu mong ket này , shop ktra lại dùm e"
12283,khách 6365 giá bn vậy em
12284,nguyễn thùy giao chung với đon lúc tối gọi giúp chị nhé chị có gọi lại nhưng qua giờ làm việc có nhắn trên live nhung chị phuong k đọc đc
12285,khách 2527 còn ship chung c lun
12286,khách 385 cảm on shop ạ
12287,khách 5383 vâng ạ
12288,khách 77 mình có 2 đơn hôm nay gh gọi để giao nhưng k giao cùng lúc đơn đầu mình nhận r đơn sau mình có việc nên chưa nhận đc
12289,khách 753 hic shop ơi bên mình còn mẫu này k ạ
12290,khách 654 hi shop
12291,khách 6027 ôk
12292,khách 3972 vâng
12293,khách 2534 set jean với set xanh ạ
12294,khách 10320 hiii
12295,khách 1629 alo
12296," cho em o liui set khác dc k shop , set nay e k thich lam"
12297,khách 1290 tại muốn bít vải gì thôi chứ còn fom vs giá cả thì mình yên tâm rồi
12298,khách 771 bé ơi kiểm tra dùm chị mẫu này còn ko
12299,khách 166 alo sh
12300,khách 861 bn 1 bộ ạ
12301,khách 779 đơn quần này và túi này ạ
12302,khách 821 mấy mẫu đó còn hong chi
12303,khách 1011 shop oi mẫu này còn ko ạ
12304,khách 2239 uh shop
12305,khách 10285 oke e nha
12306,khách 2759 em có đặt sét này màu đỏ trên live sh gọi lại giúp em với
12307,khách 7504 giá sao e
12308,khách 667 ship giúp chị nha
12309,khách 12541 bao nhieu chi
12310,khách 2881 bao nhiu ạ
12311,khách 2968 shop ơi âo ko gọi e
12312,khách 472 này hả e hq chị thấy nt gửi sdt và đc mà
12313,khách 753 trừ đơn sau
12314,lợt nữa dung ko em se t mà phương ko giám mặc để like a
12315,"sao size XL bên shop chật quá vậy, m muốn đổi qua size L"
12316,khách 2168 dạ dạ
12317,"shop gui nham mau cho em r , em dat ca hoi mà shop giao den"
12318,hoa hải đằng set đen này con 2ko e ơi
12319,khách 789 gui stk để c ck nha e oi
12320,khách 738 có đặt trên live rồi
12321,khách 1148 mình chót được 2 mẫu này hả bạn
12322,khách 1462 còn kg shop còn thì ship chung đơn hôm nay e luôn nha e nặng 55 ký 1m6 ý c
12323,yen nhu nguyen lay mau xanh phuong đang mac nga
12324,khách 3684 đầm giá bn vậy shop
12325,"shop ơi em đặt mẫu này màu oải hương mà về trông hơi dừ , em đổi qua màu trắng đc k"
12326,khách 665 em ơi lúc nảy có bạn gọi chốt đơn cho chị chị còn 1 mã áo khoác xám trong live đó luôn có gì em dồn đơn gửi cho chị 1 lần luôn nha
12327,mỹ trang luc dau c cm sai m sau do cm sai s ma shop giao c sai m
12328,khách 5394 đầm này bao nhiêu ạ
12329,khách 780 mình gọi lại ko thấy shop nghe máy shop gọi lại giúp mình nha cám ơn shop
12330,thanh thanh mình đặt shop sai l shop gởi sai m ko vừa
12331,khách 1002 chào shop
12332,khách 10143 shop ơi
12333,khách 492 dạ khi nào có lại để e 1 cái m nhé
12334,"em thường mặc đồ bên shop size l  mà sao nay nhận set này chật quá, em muốn đổi qua size m ạ"
12335,khách 187 ok shop
12336,khách 11187 chị đặt mã a9 sét váy xếp li nâu và áo gấm trắng
12337,khách 168 54kg thi lâ y size na o shop
12338,khách 6500 alo
12339,khách 882 53ký cao m50
12340,bùi thanh thuy gửi hàng địa chỉ cũ nhé e
12341,"ay mình nhận hàng mà sao size l rộng quá , đổi lại mình size L với"
12342,pé nhỏ liên hệ tư vấn viên
